Item,Estimated_Cost,Actual_Cost,Budget
Labor,2316,3106,50000
Utilities,1014,6032,50000
Maintenance,9241,9500,50000
Raw Materials,8939,8740,50000
Transport,6220,4048,50000
Raw Materials,4497,8231,50000
Utilities,1963,3414,50000
Utilities,6129,5295,50000
Raw Materials,1122,7911,50000
Transport,5757,1070,50000
Logistics,2918,5025,50000
Utilities,9862,7732,50000
Transport,4043,2208,50000
Labor,4272,4982,50000
Maintenance,8265,3125,50000
Utilities,3767,1402,50000
Raw Materials,1845,3210,50000
Logistics,1558,5241,50000
Marketing,7513,9720,50000
Marketing,1588,6272,50000
Packaging,2353,2828,50000
Labor,6340,9342,50000
Marketing,5442,1458,50000
Labor,2589,3605,50000
Logistics,9250,9915,50000
Maintenance,3079,3182,50000
Packaging,8825,2622,50000
Labor,4715,8997,50000
Transport,9399,1406,50000
Transport,3385,3196,50000
Packaging,1309,9159,50000
Logistics,7552,1945,50000
Logistics,2661,3715,50000
Transport,3185,8268,50000
Utilities,3438,8233,50000
Transport,7525,6468,50000
Transport,5800,7664,50000
Logistics,2888,9677,50000
Transport,6088,1742,50000
Transport,6992,3108,50000
Utilities,5557,1469,50000
Transport,5013,5485,50000
Transport,7890,1099,50000
Maintenance,4138,1467,50000
Logistics,4685,5082,50000
Logistics,3218,3500,50000
Utilities,8046,7027,50000
Transport,4305,3362,50000
Labor,2327,4904,50000
Packaging,6614,9317,50000
Logistics,9748,6161,50000
Maintenance,7680,8873,50000
Utilities,7147,9476,50000
Marketing,4459,6294,50000
Raw Materials,7373,9416,50000
Utilities,4945,5348,50000
Packaging,1194,2852,50000
Maintenance,5251,9595,50000
Transport,5205,6424,50000
Maintenance,4530,5800,50000
Raw Materials,2700,5025,50000
Raw Materials,6840,9498,50000
Utilities,5732,5005,50000
Transport,4890,8544,50000
Transport,8966,3706,50000
Labor,5692,2405,50000
Raw Materials,4817,7219,50000
Transport,8632,9108,50000
Raw Materials,1986,3301,50000
Logistics,9475,1463,50000
Labor,9954,4389,50000
Marketing,4238,2280,50000
Raw Materials,6824,1939,50000
Logistics,8567,1522,50000
Logistics,9770,7016,50000
Logistics,9910,8426,50000
Labor,3595,6269,50000
Labor,9574,9618,50000
Packaging,7941,8813,50000
Labor,7492,9725,50000
Maintenance,9982,4917,50000
Utilities,1446,8166,50000
Transport,4594,7381,50000
Raw Materials,3935,5831,50000
Utilities,5394,1388,50000
Maintenance,4146,7507,50000
Raw Materials,1648,6538,50000
Utilities,7893,3927,50000
Maintenance,9844,1774,50000
Logistics,9392,1030,50000
Transport,2511,4601,50000
Labor,9286,5174,50000
Utilities,1130,2871,50000
Logistics,9305,9296,50000
Utilities,4161,5701,50000
Logistics,3845,9290,50000
Raw Materials,8712,6875,50000
Labor,4588,9361,50000
Packaging,9890,8409,50000
Transport,3295,3845,50000
Logistics,7754,9093,50000
Raw Materials,4267,7212,50000
Marketing,7713,2216,50000
Marketing,9677,5611,50000
Marketing,1676,1138,50000
Transport,9763,3233,50000
Logistics,8482,3188,50000
Marketing,6513,1777,50000
Utilities,1800,8019,50000
Packaging,9314,8156,50000
Raw Materials,2869,7871,50000
Packaging,1931,4345,50000
Packaging,1805,6718,50000
Packaging,8961,3154,50000
Utilities,4986,9290,50000
Marketing,7732,8453,50000
Packaging,2110,7592,50000
Logistics,2615,1764,50000
Packaging,2432,8234,50000
Raw Materials,8548,3691,50000
Logistics,2497,8137,50000
Utilities,2916,9192,50000
Transport,9276,5116,50000
Labor,6896,6421,50000
Utilities,9067,1139,50000
Maintenance,9501,5301,50000
Marketing,4070,8640,50000
Maintenance,7920,1667,50000
Logistics,5347,9391,50000
Labor,6592,4135,50000
Transport,6377,6543,50000
Utilities,1075,2124,50000
Transport,4858,5824,50000
Labor,4704,4126,50000
Maintenance,7500,3390,50000
Utilities,9548,6947,50000
Marketing,2993,1228,50000
Raw Materials,3831,8226,50000
Packaging,1104,6571,50000
Transport,7790,6605,50000
Logistics,7339,7944,50000
Labor,2766,3540,50000
Utilities,4038,2520,50000
Logistics,6003,6164,50000
Maintenance,7020,7008,50000
Marketing,2486,5606,50000
Logistics,9708,8217,50000
Maintenance,5399,4118,50000
Marketing,4028,3508,50000
Utilities,5486,2707,50000
Raw Materials,3914,5035,50000
Raw Materials,9487,5951,50000
Logistics,2988,4104,50000
Packaging,5577,2355,50000
Logistics,5945,2300,50000
Labor,8397,4040,50000
Labor,9159,2197,50000
Marketing,9336,5829,50000
Marketing,4032,6391,50000
Marketing,7066,1053,50000
Logistics,3255,7536,50000
Marketing,9637,4362,50000
Packaging,5509,6812,50000
Logistics,6921,3986,50000
Utilities,8403,6445,50000
Utilities,9736,1472,50000
Raw Materials,2154,1311,50000
Labor,5798,3203,50000
Packaging,4852,1726,50000
Labor,5851,8509,50000
Transport,7535,5838,50000
Labor,3865,3393,50000
Labor,6188,6691,50000
Maintenance,9286,4970,50000
Maintenance,5855,8062,50000
Packaging,1257,3156,50000
Transport,8430,6210,50000
Marketing,5489,9265,50000
Transport,7684,9631,50000
Transport,5829,4300,50000
Raw Materials,8329,1552,50000
Utilities,9647,3928,50000
Labor,3017,8105,50000
Raw Materials,1172,7171,50000
Packaging,9774,9297,50000
Utilities,3745,9919,50000
Packaging,2357,1359,50000
Labor,7739,5309,50000
Packaging,8396,2769,50000
Transport,8513,3433,50000
Logistics,5825,9492,50000
Labor,3994,3100,50000
Marketing,7309,4148,50000
Marketing,1448,3515,50000
Transport,1187,6126,50000
Packaging,5553,3423,50000
Maintenance,4446,8628,50000
Marketing,3821,5675,50000
Transport,7209,2854,50000
Raw Materials,2125,1218,50000
Maintenance,6497,8391,50000
Marketing,5606,8684,50000
Logistics,4477,1258,50000
Transport,8744,2881,50000
Transport,4067,4717,50000
Raw Materials,9112,5051,50000
Logistics,5722,8936,50000
Raw Materials,4706,2660,50000
Maintenance,5541,6167,50000
Utilities,2649,8116,50000
Marketing,3641,1315,50000
Transport,3773,4838,50000
Maintenance,4840,9264,50000
Packaging,1323,7111,50000
Maintenance,2538,3133,50000
Packaging,1455,3409,50000
Raw Materials,7920,4089,50000
Transport,2361,4345,50000
Labor,8492,4436,50000
Utilities,2813,5197,50000
Utilities,1612,8358,50000
Raw Materials,7550,7428,50000
Packaging,5687,5951,50000
Transport,8652,1881,50000
Logistics,3539,6842,50000
Maintenance,7694,1254,50000
Utilities,7681,2615,50000
Maintenance,4335,2202,50000
Marketing,2075,2567,50000
Labor,7013,5358,50000
Raw Materials,8573,1651,50000
Packaging,4557,3395,50000
Utilities,3615,8181,50000
Logistics,7698,9720,50000
Marketing,6676,3553,50000
Logistics,9048,1250,50000
Marketing,1032,5229,50000
Labor,6246,3956,50000
Raw Materials,3843,6762,50000
Raw Materials,3397,7324,50000
Maintenance,8009,9094,50000
Raw Materials,8248,4463,50000
Marketing,3738,3157,50000
Maintenance,7690,8242,50000
Raw Materials,1492,8098,50000
Packaging,9924,2865,50000
Packaging,8353,4504,50000
Labor,8295,7432,50000
Marketing,9086,9132,50000
Transport,1269,2415,50000
Labor,3871,8621,50000
Labor,6016,2366,50000
Raw Materials,4562,9809,50000
Maintenance,9134,5060,50000
Logistics,3189,4105,50000
Maintenance,2561,7275,50000
Packaging,1743,7022,50000
Marketing,6791,6972,50000
Raw Materials,3279,3411,50000
Maintenance,3490,1991,50000
Packaging,6702,8124,50000
Utilities,9504,1082,50000
Logistics,9392,9955,50000
Transport,9194,3492,50000
Utilities,9095,3160,50000
Logistics,6262,8473,50000
Raw Materials,9328,2914,50000
Raw Materials,8760,2107,50000
Maintenance,2179,9335,50000
Logistics,2964,4887,50000
Labor,2804,3103,50000
Raw Materials,1049,6531,50000
Labor,6541,5809,50000
Marketing,9996,1620,50000
Packaging,8656,7164,50000
Marketing,9607,9821,50000
Logistics,8607,7756,50000
Logistics,2638,8467,50000
Maintenance,9986,7990,50000
Marketing,9754,9005,50000
Utilities,3735,2576,50000
Logistics,9007,3338,50000
Utilities,6842,6175,50000
Utilities,6469,7262,50000
Maintenance,9969,2492,50000
Maintenance,5701,6913,50000
Utilities,8560,3366,50000
Labor,4055,4785,50000
Utilities,1085,2662,50000
Labor,5190,4843,50000
Marketing,9237,8420,50000
Labor,9073,7665,50000
Logistics,3083,8142,50000
Raw Materials,9201,7763,50000
Transport,3939,2463,50000
Raw Materials,9782,5591,50000
Raw Materials,9223,4054,50000
Maintenance,5141,7666,50000
Transport,1571,4617,50000
Maintenance,8235,6283,50000
Labor,9208,3255,50000
Utilities,2540,1608,50000
Packaging,5048,5214,50000
Packaging,2078,2993,50000
Packaging,2385,7865,50000
Labor,1130,7868,50000
Transport,3545,5950,50000
Marketing,7722,5771,50000
Labor,8452,2732,50000
Raw Materials,7791,7502,50000
Transport,3423,7478,50000
Transport,5740,4543,50000
Labor,8481,4851,50000
Labor,9985,3784,50000
Maintenance,8437,8673,50000
Maintenance,4544,1113,50000
Raw Materials,4615,1460,50000
Logistics,5090,2254,50000
Transport,3534,2602,50000
Packaging,3856,1587,50000
Marketing,6880,2508,50000
Marketing,9845,7803,50000
Transport,7191,6781,50000
Raw Materials,5442,6262,50000
Packaging,6413,9800,50000
Maintenance,3410,8873,50000
Maintenance,8656,8258,50000
Maintenance,6143,3718,50000
Marketing,4609,8167,50000
Marketing,1681,2753,50000
Raw Materials,2118,7840,50000
Marketing,5476,2088,50000
Labor,5748,3290,50000
Marketing,3974,7502,50000
Maintenance,6855,1557,50000
Raw Materials,2302,1282,50000
Transport,6284,6633,50000
Transport,2900,2905,50000
Raw Materials,2082,1494,50000
Labor,9633,9589,50000
Transport,4783,2336,50000
Maintenance,3641,8968,50000
Transport,2800,6163,50000
Transport,4349,9424,50000
Maintenance,5682,6649,50000
Marketing,8989,2308,50000
Labor,6013,1543,50000
Packaging,2102,8856,50000
Maintenance,1433,6846,50000
Maintenance,9668,2339,50000
Utilities,4933,1097,50000
Raw Materials,7544,1429,50000
Logistics,8936,3023,50000
Labor,4213,7533,50000
Marketing,4310,5249,50000
Utilities,8734,9119,50000
Packaging,4563,2279,50000
Maintenance,1383,9038,50000
Packaging,1862,4717,50000
Packaging,9459,5076,50000
Packaging,6518,3490,50000
Utilities,4489,8793,50000
Logistics,6499,3291,50000
Marketing,1989,5267,50000
Utilities,7989,5882,50000
Utilities,8047,3657,50000
Logistics,5678,3440,50000
Utilities,8269,2438,50000
Maintenance,7023,7478,50000
Maintenance,4367,1131,50000
Raw Materials,3568,1750,50000
Transport,8227,7829,50000
Labor,9021,5432,50000
Raw Materials,6921,4460,50000
Marketing,7051,1864,50000
Utilities,4966,3971,50000
Maintenance,8845,2932,50000
Utilities,2886,8418,50000
Maintenance,8704,2506,50000
Packaging,3879,3407,50000
Labor,1160,5104,50000
Raw Materials,9516,1006,50000
Raw Materials,1637,4172,50000
Marketing,9476,7499,50000
Packaging,3042,7274,50000
Raw Materials,8609,3631,50000
Raw Materials,1084,3051,50000
Transport,1737,6098,50000
Logistics,5784,3217,50000
Labor,7382,6249,50000
Utilities,2487,1615,50000
Logistics,4436,3645,50000
Raw Materials,1703,6762,50000
Marketing,5269,5425,50000
Utilities,8098,3135,50000
Maintenance,1724,5334,50000
Packaging,1090,7971,50000
Packaging,2769,9701,50000
Raw Materials,1676,3790,50000
Raw Materials,7570,5990,50000
Utilities,5204,8771,50000
Logistics,7689,2411,50000
Maintenance,5796,3001,50000
Transport,3374,9207,50000
Labor,4522,8389,50000
Transport,5780,3809,50000
Logistics,9872,7055,50000
Marketing,7067,1182,50000
Utilities,2291,6088,50000
Raw Materials,3685,1675,50000
Transport,3319,9123,50000
Labor,5354,8715,50000
Marketing,8066,8331,50000
Packaging,9429,1174,50000
Logistics,7079,6407,50000
Transport,1303,9813,50000
Raw Materials,2626,7668,50000
Labor,2253,9865,50000
Raw Materials,2998,5766,50000
Raw Materials,5259,5527,50000
Marketing,3401,5828,50000
Labor,3749,2862,50000
Maintenance,8296,4203,50000
Packaging,6061,4917,50000
Logistics,7852,8760,50000
Raw Materials,1860,9321,50000
Logistics,5933,2922,50000
Labor,1480,1076,50000
Raw Materials,2971,8216,50000
Transport,9299,4822,50000
Transport,6820,4193,50000
Labor,4913,1450,50000
Packaging,3162,6060,50000
Marketing,1546,2277,50000
Maintenance,7815,4967,50000
Transport,3686,3661,50000
Marketing,4885,4887,50000
Maintenance,8715,1961,50000
Transport,3118,9925,50000
Maintenance,9585,2477,50000
Utilities,5633,4148,50000
Raw Materials,1175,7148,50000
Labor,7156,8415,50000
Transport,5765,1829,50000
Transport,5319,4471,50000
Logistics,4525,5678,50000
Raw Materials,1483,9170,50000
Transport,7337,1578,50000
Transport,9503,7082,50000
Utilities,6405,4181,50000
Transport,7710,4268,50000
Transport,5825,8063,50000
Transport,6336,5579,50000
Marketing,1517,7598,50000
Transport,9455,3282,50000
Raw Materials,5936,4188,50000
Utilities,9407,8233,50000
Transport,7469,5745,50000
Maintenance,3599,8408,50000
Utilities,5687,9586,50000
Utilities,5439,3928,50000
Maintenance,6927,8636,50000
Raw Materials,2127,3083,50000
Marketing,3361,6420,50000
Packaging,1346,3359,50000
Logistics,8113,9100,50000
Packaging,7965,6451,50000
Raw Materials,7962,7850,50000
Marketing,9841,9757,50000
Labor,9456,8304,50000
Maintenance,1377,1139,50000
Logistics,3941,9743,50000
Utilities,7937,2389,50000
Utilities,7305,8407,50000
Utilities,4810,5448,50000
Maintenance,3074,9268,50000
Maintenance,4666,6284,50000
Logistics,4377,5566,50000
Packaging,2834,2372,50000
Packaging,7343,9170,50000
Packaging,8220,7047,50000
Marketing,5175,8763,50000
Utilities,5889,4548,50000
Raw Materials,7199,1192,50000
Marketing,9380,4337,50000
Utilities,8667,2298,50000
Maintenance,4505,9230,50000
Maintenance,4220,6804,50000
Maintenance,5832,7545,50000
Utilities,1703,9421,50000
Packaging,1839,3658,50000
Maintenance,3565,8545,50000
Labor,1533,2200,50000
Maintenance,2341,4709,50000
Logistics,2621,7735,50000
Logistics,4695,9594,50000
Utilities,7808,4026,50000
Packaging,4537,5757,50000
Marketing,6960,6406,50000
Maintenance,8029,8309,50000
Packaging,1672,3910,50000
Packaging,1362,7962,50000
Transport,4079,1671,50000
Labor,2383,6136,50000
Logistics,8799,2633,50000
Utilities,9332,6437,50000
Maintenance,7460,2724,50000
Transport,3287,2007,50000
Utilities,1628,4080,50000
Marketing,2649,9605,50000
Labor,8477,1840,50000
Packaging,9347,8286,50000
Maintenance,5308,7121,50000
Marketing,3844,5927,50000
Utilities,4260,6536,50000
Transport,4315,3268,50000
Utilities,9008,6350,50000
Logistics,4783,5987,50000
Utilities,9236,1270,50000
Labor,1592,5342,50000
Maintenance,7870,1992,50000
Marketing,2998,4163,50000
Labor,5237,3828,50000
Transport,7872,1722,50000
Packaging,4056,5319,50000
Maintenance,6265,9252,50000
Packaging,9819,7489,50000
Labor,1142,3921,50000
Transport,9100,3544,50000
Transport,7847,4212,50000
Marketing,2620,8822,50000
Logistics,8460,9960,50000
Utilities,4641,2151,50000
Transport,3056,1546,50000
Logistics,7726,4793,50000
Transport,4262,5267,50000
Utilities,8998,5565,50000
Raw Materials,7563,8361,50000
Transport,5359,2629,50000
Maintenance,1601,7836,50000
Packaging,6615,5945,50000
Packaging,2068,9384,50000
Labor,7057,8807,50000
Utilities,5365,6551,50000
Utilities,2897,8229,50000
Utilities,3423,6079,50000
Maintenance,2988,6478,50000
Utilities,5788,2194,50000
Maintenance,4572,3062,50000
Logistics,4890,5769,50000
Logistics,9140,1098,50000
Packaging,8629,7559,50000
Marketing,8088,9881,50000
Raw Materials,3127,3002,50000
Utilities,1001,1423,50000
Packaging,5170,4441,50000
Raw Materials,6079,7667,50000
Packaging,6340,1579,50000
Utilities,2805,4241,50000
Maintenance,7395,2404,50000
Packaging,7613,6218,50000
Labor,8470,8570,50000
Raw Materials,1895,4399,50000
Raw Materials,4104,9163,50000
Maintenance,2382,6763,50000
Logistics,5842,8320,50000
Raw Materials,5113,7834,50000
Marketing,1216,9502,50000
Maintenance,2380,5989,50000
Raw Materials,2311,8576,50000
Raw Materials,3979,9574,50000
Raw Materials,4903,8301,50000
Maintenance,2567,6522,50000
Logistics,4692,4268,50000
Labor,7963,3669,50000
Transport,9840,2263,50000
Packaging,2131,5277,50000
Utilities,6663,2996,50000
Packaging,4209,2992,50000
Raw Materials,9917,5429,50000
Packaging,1068,1992,50000
Transport,3826,2750,50000
Transport,4769,2726,50000
Raw Materials,7427,8249,50000
Raw Materials,6463,4754,50000
Utilities,1436,4979,50000
Logistics,3665,4930,50000
Transport,1807,1198,50000
Labor,6823,5331,50000
Transport,2673,4517,50000
Labor,1554,5899,50000
Logistics,9107,2154,50000
Packaging,1623,9017,50000
Marketing,8608,2807,50000
Labor,7990,9139,50000
Utilities,8741,8383,50000
Maintenance,4437,3489,50000
Logistics,7380,2174,50000
Packaging,4516,9695,50000
Raw Materials,5908,8456,50000
Logistics,4772,6699,50000
Marketing,7361,8437,50000
Transport,3909,3725,50000
Labor,4906,6985,50000
Marketing,5837,6357,50000
Packaging,9476,1615,50000
Maintenance,1621,8092,50000
Logistics,1430,2380,50000
Labor,4652,2218,50000
Utilities,8230,6669,50000
Transport,4922,4824,50000
Transport,2381,9743,50000
Labor,2571,6893,50000
Logistics,1331,3833,50000
Maintenance,4671,5051,50000
Logistics,7840,1291,50000
Raw Materials,6277,8502,50000
Raw Materials,8053,8154,50000
Transport,4878,2037,50000
Packaging,2396,3832,50000
Packaging,8379,2337,50000
Maintenance,2379,6297,50000
Transport,8539,2762,50000
Raw Materials,1726,4117,50000
Transport,7562,2210,50000
Logistics,3516,9135,50000
Labor,2404,7618,50000
Packaging,4941,6019,50000
Packaging,4882,1129,50000
Utilities,9958,9890,50000
Labor,9562,4637,50000
Utilities,1861,5161,50000
Maintenance,8278,2005,50000
Raw Materials,2203,6018,50000
Maintenance,9787,1263,50000
Maintenance,7227,7792,50000
Raw Materials,1813,2237,50000
Marketing,8007,9849,50000
Marketing,8996,3790,50000
Transport,2464,5059,50000
Marketing,8256,6925,50000
Labor,7910,8037,50000
Packaging,4332,9645,50000
Utilities,3402,4578,50000
Packaging,4604,7414,50000
Maintenance,3659,8356,50000
Packaging,1324,1244,50000
Transport,4040,2656,50000
Maintenance,3286,6252,50000
Raw Materials,2058,8788,50000
Logistics,9506,7938,50000
Packaging,2577,9633,50000
Marketing,1638,4678,50000
Logistics,6849,6277,50000
Raw Materials,1356,7877,50000
Transport,8253,8300,50000
Utilities,8216,3877,50000
Labor,7617,7089,50000
Marketing,1296,7952,50000
Raw Materials,8272,6621,50000
Utilities,7704,9896,50000
Logistics,9655,4668,50000
Packaging,4505,5575,50000
Marketing,6786,5249,50000
Maintenance,9405,8756,50000
Labor,9037,5548,50000
Packaging,9898,7605,50000
Logistics,3202,7453,50000
Utilities,1006,9771,50000
Marketing,4052,4303,50000
Packaging,4194,2160,50000
Labor,4521,7530,50000
Utilities,4747,3586,50000
Maintenance,4897,8816,50000
Logistics,7096,7625,50000
Maintenance,1557,9860,50000
Raw Materials,2789,3158,50000
Logistics,3868,5937,50000
Transport,1154,2868,50000
Raw Materials,6912,6184,50000
Labor,8179,2703,50000
Logistics,1187,1735,50000
Raw Materials,3064,6583,50000
Utilities,8797,4895,50000
Marketing,5236,9217,50000
Utilities,3862,9224,50000
Raw Materials,7274,5987,50000
Transport,4017,6472,50000
Utilities,9081,9064,50000
Utilities,7652,9191,50000
Utilities,2187,2792,50000
Transport,2915,4907,50000
Logistics,1987,7443,50000
Utilities,7576,8104,50000
Labor,8844,1604,50000
Maintenance,9981,2996,50000
Transport,3708,4019,50000
Labor,9681,2680,50000
Transport,4968,4404,50000
Transport,4834,4892,50000
Logistics,1007,6416,50000
Maintenance,3930,8084,50000
Marketing,9964,4225,50000
Logistics,6247,6467,50000
Logistics,1818,8601,50000
Labor,2006,9105,50000
Transport,6036,4028,50000
Packaging,8074,7510,50000
Transport,1543,3056,50000
Raw Materials,7549,1626,50000
Utilities,3096,5740,50000
Marketing,5091,5421,50000
Maintenance,1778,2614,50000
Packaging,6702,5817,50000
Labor,3115,5164,50000
Transport,9359,6544,50000
Utilities,3977,3121,50000
Labor,2898,2642,50000
Logistics,3151,4610,50000
Maintenance,1725,1880,50000
Marketing,7461,5775,50000
Raw Materials,3725,8702,50000
Logistics,9733,7986,50000
